distance_km,weight_kg,priority_encoded,hour_of_day,day_of_week,traffic_factor,weather_score,driver_experience_days,is_rush_hour,zone_density,is_delayed,delay_minutes
5.06,6.4,1,3,3,1.04,0.14,40,0,0.12,0,0
29.14,2.1,1,12,4,1.05,0.4,739,0,0.62,1,25.4
20.5,6.3,0,12,6,0.72,0.44,81,0,0.84,1,44.4
26.1,0.6,2,18,0,1.71,0.89,99,1,0.14,1,67.2
24.41,13.8,1,20,1,1.75,0.63,728,1,0.33,1,36.7
7.56,4.2,1,19,6,1.64,0.79,34,1,0.17,1,22.4
4.73,1.6,2,14,4,0.69,0.56,364,0,0.82,0,0
16.05,13.3,0,8,0,1.58,0.71,183,1,0.39,1,40.1
26.62,13.5,0,10,2,1.46,0.47,365,1,0.18,1,26.2
11.82,6.6,1,16,3,0.82,0.97,97,0,0.81,1,22.3
7.51,8.3,1,18,6,1.5,0.99,99,1,0.5,1,36.0
11.82,13.5,0,13,1,0.86,0.69,728,0,0.42,0,0
23.72,7.0,1,17,5,1.43,0.53,172,1,0.62,1,35.6
21.92,4.7,0,11,2,0.78,0.74,363,0,0.94,1,15.7
22.5,10.1,2,13,1,1.0,1.0,362,0,0.84,1,28.6
18.52,7.1,1,11,3,0.92,0.1,371,0,0.9,1,19.6
17.54,14.4,1,1,5,0.85,0.59,374,0,0.14,0,0
11.82,3.1,0,10,2,1.58,0.67,20,1,0.54,1,35.5
25.34,3.2,1,18,6,1.72,0.04,35,1,0.37,1,48.7
3.56,3.9,2,21,1,0.75,0.67,20,0,0.36,1,6.4
8.87,11.3,0,9,3,1.43,0.94,98,1,0.46,1,33.9
14.18,9.3,1,8,0,1.89,0.88,739,1,0.6,1,47.4
23.33,13.0,0,10,0,1.79,0.83,177,1,0.75,1,22.2
13.22,9.0,2,20,0,1.56,0.55,739,1,0.39,1,36.5
19.68,9.9,2,18,5,1.69,0.57,366,1,0.92,1,33.3
11.82,8.6,2,9,0,1.61,0.07,357,1,0.39,1,4.4
20.14,2.1,1,7,2,0.68,0.05,40,0,0.49,1,31.3
5.06,13.8,0,9,4,1.54,0.95,732,1,0.92,1,29.2
36.1,14.5,1,10,3,1.12,0.72,367,1,0.9,1,56.0
23.33,9.9,1,14,2,0.54,0.08,733,0,0.25,0,0
7.51,8.6,1,13,4,0.92,0.35,36,0,0.72,0,0
18.84,2.7,1,22,1,0.87,0.6,186,0,0.87,0,0
5.06,1.2,0,12,3,0.89,0.59,355,0,0.39,0,0
12.11,8.2,2,16,0,0.9,0.89,362,0,0.29,0,0
22.65,8.9,0,16,2,0.69,0.01,39,0,0.62,1,43.2
14.05,8.5,0,8,3,1.3,0.83,173,1,0.81,0,0
20.19,6.8,2,13,0,0.71,0.39,723,0,0.91,0,0
22.5,6.7,1,16,4,0.8,0.29,96,0,0.31,1,40.2
6.13,14.3,0,13,2,0.82,0.64,83,0,0.57,1,21.8
16.28,8.8,2,21,2,0.8,0.57,178,0,0.87,1,39.8
23.72,14.9,2,12,3,0.66,0.83,35,0,0.18,1,27.1
23.72,13.1,1,10,1,1.17,0.65,358,1,0.91,1,3.1
4.73,6.5,1,16,1,0.73,0.13,36,0,0.14,0,0
12.67,10.9,0,16,1,0.87,0.14,27,0,0.1,0,0
10.86,0.8,1,21,6,0.74,0.36,32,0,0.92,1,25.5
3.46,1.7,1,20,3,1.23,0.71,83,1,0.86,0,0
6.97,9.1,2,15,4,1.02,0.93,170,0,0.76,0,0
6.13,4.7,0,16,0,0.85,0.91,368,0,0.8,0,0
5.06,11.2,1,9,4,1.32,0.12,729,1,0.83,0,0
21.25,14.8,0,15,4,0.59,0.6,370,0,0.16,1,23.0
10.86,7.8,1,6,4,0.41,0.18,91,0,0.33,0,0
5.77,10.5,0,6,4,1.12,0.97,100,0,0.18,0,0
26.16,10.6,1,22,2,0.77,0.11,99,0,0.8,1,62.5
12.87,12.1,1,16,5,1.06,0.28,175,0,0.5,0,0
26.16,1.9,0,9,4,1.01,0.32,372,1,0.44,1,13.8
12.83,15.0,0,18,6,1.7,0.89,177,1,0.67,1,49.5
36.1,12.0,0,15,1,0.85,0.5,176,0,0.71,1,54.7
23.56,9.6,1,17,3,1.9,0.46,98,1,0.48,1,37.1
17.49,12.0,1,20,6,1.44,0.52,728,1,0.2,0,0
15.28,14.3,1,16,5,0.89,0.72,178,0,0.14,0,0
19.8,4.7,2,8,2,1.53,0.86,363,1,0.78,1,10.9
12.83,9.1,1,17,2,1.52,0.46,92,1,0.36,1,57.6
8.48,8.6,1,19,4,1.03,0.87,721,1,0.9,0,0
20.19,13.7,0,7,0,1.02,0.38,356,0,0.13,0,0
21.31,8.9,2,7,3,0.81,0.86,92,0,0.38,1,24.8
19.8,13.8,0,9,4,0.75,0.13,360,1,0.35,0,0
3.46,7.6,1,12,0,0.83,0.79,367,0,0.16,0,0
7.8,2.0,2,14,2,0.83,0.94,727,0,0.91,0,0
21.25,3.6,2,8,6,1.37,0.97,360,1,0.6,1,54.2
23.49,2.5,1,9,5,1.37,0.68,362,1,0.59,1,35.8
26.16,12.9,1,7,4,0.91,0.23,359,0,0.35,1,41.9
24.41,3.4,1,8,1,1.12,0.54,723,1,0.47,1,39.1
12.56,4.0,2,8,0,1.99,0.49,368,1,0.46,0,0
33.07,0.6,0,8,4,1.68,0.95,369,1,0.22,1,35.3
8.48,7.2,1,9,5,1.7,0.7,721,1,0.98,1,28.6
16.52,3.7,1,8,4,1.24,0.43,364,1,0.1,1,21.6
14.18,12.2,1,13,5,0.55,0.73,357,0,0.99,0,0
3.56,7.7,0,8,6,1.66,0.55,372,1,0.27,0,0
16.28,3.1,2,11,1,0.88,0.36,370,0,0.31,0,0
23.56,7.9,1,19,0,1.49,0.33,367,1,0.57,1,61.0
15.98,7.8,1,7,1,0.82,0.07,88,0,0.35,1,35.5
13.52,6.5,1,8,4,1.81,0.71,177,1,0.4,1,43.4
6.13,5.1,0,19,2,1.49,0.84,172,1,0.55,0,0
7.34,7.2,1,18,4,1.6,0.26,81,1,0.67,1,17.0
6.73,14.2,0,10,6,2.33,0.87,100,1,0.85,1,31.5
26.1,3.8,2,8,0,0.84,0.41,99,1,0.29,1,46.7
21.08,12.7,1,17,1,1.95,0.64,360,1,0.43,1,30.6
15.01,5.6,1,7,6,1.1,0.81,366,0,0.92,0,0
7.34,11.5,1,22,6,0.53,0.09,173,0,0.87,0,0
2.37,2.8,1,5,3,0.84,0.42,355,0,0.14,0,0
19.05,1.1,0,19,3,1.81,0.22,96,1,0.31,1,52.6
3.93,12.8,1,14,6,0.86,0.03,95,0,0.13,0,0
14.05,7.3,2,15,2,0.73,0.91,172,0,0.19,1,32.2
22.5,6.2,1,11,3,0.79,0.72,360,0,0.14,0,0
9.22,8.7,0,18,3,1.38,0.79,358,1,0.75,0,0
16.08,11.2,0,14,3,0.9,0.21,740,0,0.38,0,0
28.39,6.2,1,20,3,0.97,0.28,372,1,0.79,1,49.8
20.19,11.8,1,14,2,0.96,0.49,80,0,0.64,1,12.3
20.5,12.6,2,8,2,1.49,0.1,369,1,0.18,1,16.8
3.46,7.7,0,22,2,0.92,0.28,25,0,0.82,0,0
19.04,1.2,0,17,0,1.33,0.24,28,1,0.39,1,29.4
23.79,10.1,1,9,5,1.5,0.21,34,1,0.22,1,50.5
23.56,3.9,1,5,3,0.54,0.13,375,0,0.56,1,4.8
22.5,5.5,1,8,1,1.33,0.27,174,1,0.87,1,32.7
3.93,2.3,0,18,3,1.2,0.37,37,1,0.71,0,0
12.11,1.6,0,4,6,1.07,0.53,25,0,0.28,1,37.3
7.13,8.6,1,17,5,1.83,0.86,99,1,0.26,1,33.6
20.19,4.1,0,16,4,0.9,0.64,356,0,0.43,0,0
7.34,4.8,2,17,6,1.43,0.67,370,1,0.61,1,7.8
14.39,10.6,1,17,5,1.75,0.27,32,1,0.57,1,52.7
16.28,11.0,1,11,1,0.93,0.22,97,0,0.68,1,31.7
21.25,8.8,1,9,3,1.06,0.38,21,1,0.9,1,35.9
19.8,12.8,2,2,0,0.69,0.55,188,0,0.66,1,11.8
16.41,9.2,0,19,1,1.66,0.32,367,1,0.23,1,30.9
9.16,1.6,0,22,2,0.81,0.15,30,0,0.88,1,3.0
23.33,7.5,2,21,5,0.95,0.37,20,0,0.17,1,4.8
19.68,13.8,1,13,2,0.83,0.35,92,0,0.96,1,24.0
20.95,6.4,0,13,6,0.86,0.58,181,0,0.96,1,41.3
8.43,3.7,0,10,0,1.65,0.76,86,1,0.77,1,20.6
18.11,11.0,2,11,3,0.73,0.4,186,0,0.83,0,0
20.5,10.0,1,17,6,1.67,0.13,375,1,0.87,1,50.6
14.05,11.2,1,14,1,0.68,0.51,85,0,0.38,1,20.8
36.1,10.6,1,19,3,1.3,0.57,177,1,0.18,1,73.1
13.75,3.8,1,9,6,1.28,0.4,98,1,0.88,1,41.3
6.73,11.6,0,17,2,1.77,0.73,40,1,0.5,1,36.4
4.73,5.6,1,7,1,0.61,0.82,86,0,0.61,0,0
17.54,11.4,2,11,0,0.74,0.63,363,0,0.19,0,0
7.8,14.0,0,7,2,0.99,0.25,24,0,0.47,1,25.6
9.71,9.7,1,7,1,0.48,0.05,35,0,0.71,0,0
9.22,9.4,1,22,6,0.53,0.25,357,0,0.19,0,0
15.01,3.9,1,15,5,0.74,0.62,98,0,0.45,1,35.5
19.68,12.0,0,7,4,0.77,0.32,21,0,0.57,1,22.5
7.13,7.6,1,17,2,1.82,0.13,99,1,0.88,1,23.1
24.41,14.9,0,18,0,1.61,0.74,86,1,0.19,1,57.6
9.61,7.4,1,18,3,1.53,0.15,184,1,0.98,0,0
19.8,0.9,2,14,2,0.71,0.15,371,0,0.98,0,0
23.79,2.6,1,20,3,1.28,0.75,729,1,0.27,1,35.2
15.28,6.4,2,14,6,1.22,0.45,728,0,0.68,0,0
29.14,15.0,2,18,0,1.08,0.43,21,1,0.89,1,49.0
8.43,7.2,0,9,0,1.73,0.8,181,1,0.81,0,0
9.96,3.4,1,10,2,1.17,0.86,93,1,0.24,1,12.9
6.73,9.9,0,13,0,1.05,0.26,94,0,0.1,0,0
18.52,12.4,2,16,3,0.79,0.05,737,0,0.73,1,14.1
16.41,10.1,0,6,4,0.97,0.01,32,0,0.7,1,32.0
33.07,5.3,1,17,5,1.27,0.33,362,1,0.63,1,42.8
19.68,10.2,1,6,6,0.69,0.22,182,0,0.53,0,0
11.82,7.4,2,20,5,1.48,0.28,86,1,0.95,1,28.2
9.22,7.1,1,21,3,0.94,0.61,91,0,0.76,0,0
22.65,9.0,2,10,0,1.1,0.35,184,1,0.86,1,16.8
14.39,4.3,0,19,5,1.27,0.84,94,1,0.19,1,54.6
12.87,9.7,2,21,1,0.71,0.07,361,0,0.43,0,0
7.51,3.4,1,16,5,0.58,0.69,87,0,0.16,0,0
2.96,9.4,0,10,2,1.51,0.91,723,1,0.43,0,0
3.84,1.4,1,8,1,1.69,0.69,185,1,0.76,1,30.1
28.53,1.4,1,18,0,1.36,0.37,88,1,0.9,1,47.8
26.62,14.2,2,9,0,1.75,0.95,375,1,0.2,1,58.8
9.96,9.2,1,20,6,1.52,0.73,358,1,0.88,0,0
28.27,5.1,0,20,4,1.65,0.48,738,1,0.54,1,19.6
9.71,14.1,1,18,6,1.79,1.0,358,1,0.52,1,14.6
9.96,4.2,0,9,6,1.27,0.89,740,1,0.9,0,0
12.11,6.6,1,20,3,1.44,0.25,85,1,0.7,1,43.5
4.73,0.7,0,12,2,0.64,0.06,738,0,0.37,0,0
26.1,6.7,1,23,0,1.04,0.99,27,0,0.71,1,53.2
17.54,8.5,1,19,1,1.39,0.15,723,1,0.92,1,37.5
9.82,7.8,2,13,2,0.87,0.58,736,0,0.65,0,0
26.1,6.3,0,10,0,1.31,0.06,89,1,0.43,1,65.0
8.48,9.6,2,8,2,1.76,0.8,355,1,0.65,1,17.0
5.56,9.6,1,20,3,1.18,0.22,38,1,0.86,1,44.0
23.33,3.6,1,15,1,0.73,0.42,30,0,0.27,1,42.5
18.52,7.2,1,18,4,1.12,0.39,371,1,0.79,1,33.8
23.49,2.5,1,19,0,1.77,0.59,373,1,0.98,1,51.8
13.22,5.8,2,5,2,0.86,0.09,368,0,0.75,0,0
22.65,7.5,1,15,0,0.98,0.21,722,0,0.52,1,40.7
5.06,12.8,1,6,2,0.56,0.18,97,0,0.44,0,0
12.87,1.4,1,13,3,0.57,0.39,361,0,0.77,0,0
8.8,1.0,0,7,3,0.77,0.5,721,0,0.26,1,17.1
14.05,12.4,0,19,2,1.81,0.76,179,1,0.78,1,53.8
29.14,12.4,1,13,2,0.64,0.12,733,0,0.3,1,33.9
23.49,1.8,1,19,4,1.5,0.11,35,1,0.28,1,68.6
21.08,6.1,2,16,6,0.82,0.31,81,0,0.84,1,45.8
23.33,13.0,1,9,6,0.98,0.97,369,1,0.55,1,39.1
2.96,1.5,2,15,0,0.96,0.04,29,0,0.58,0,0
15.01,1.1,1,10,5,0.73,0.13,356,1,0.9,1,29.6
4.73,7.3,1,19,0,1.97,0.24,89,1,0.15,0,0
22.65,12.0,2,8,2,1.25,0.49,91,1,0.95,1,41.9
16.52,8.6,0,12,4,0.7,0.66,181,0,0.78,1,31.1
14.33,12.1,1,15,4,1.02,0.9,187,0,0.56,0,0
12.87,0.7,1,14,0,0.84,1.0,28,0,0.38,1,26.5
16.52,1.3,0,4,1,0.54,0.72,363,0,0.33,0,0
9.22,4.6,1,21,6,0.81,0.17,730,0,0.65,0,0
15.98,5.0,1,10,3,1.67,0.76,362,1,0.18,0,0
9.17,13.3,1,15,6,0.75,1.0,360,0,0.98,0,0
18.52,5.7,2,22,6,0.79,0.94,368,0,0.14,0,0
17.07,5.7,1,12,2,0.79,0.1,730,0,0.11,0,0
13.35,5.2,1,8,0,1.73,0.68,21,1,0.85,1,45.2
7.8,1.8,0,16,0,0.94,0.23,186,0,0.67,0,0
9.71,7.7,1,5,1,0.43,0.44,180,0,0.59,0,0
6.97,6.4,1,12,5,0.84,0.07,88,0,0.66,0,0
13.75,11.7,1,20,5,0.93,0.55,90,1,0.9,1,32.8
3.46,2.1,2,18,0,1.51,0.14,731,1,0.11,0,0
14.18,8.1,0,17,4,1.95,0.81,94,1,0.5,1,32.7
9.82,14.6,2,7,6,0.93,0.36,95,0,0.4,0,0
2.37,4.0,0,10,6,1.31,0.61,724,1,0.89,0,0
38.67,8.3,0,8,0,1.54,0.71,182,1,0.55,1,56.0
26.16,14.2,1,7,1,0.8,0.2,172,0,0.33,1,12.5
13.22,5.3,0,10,0,1.13,0.39,81,1,0.24,1,37.7
5.77,0.7,0,8,1,1.56,0.69,190,1,0.76,0,0
9.17,5.8,2,15,4,0.69,0.59,93,0,0.46,0,0
5.56,5.6,2,12,3,0.95,0.71,32,0,0.29,0,0
10.31,13.4,1,14,2,0.47,0.98,357,0,0.9,0,0
8.48,3.1,0,10,4,1.47,0.16,91,1,0.95,1,24.4
3.93,12.2,1,17,1,1.07,0.86,734,1,0.29,1,59.5
13.65,7.9,0,18,4,1.77,0.79,356,1,0.11,1,11.6
18.11,9.2,1,6,2,0.66,0.94,31,0,0.92,1,32.7
23.49,0.7,1,12,3,0.6,0.02,92,0,0.13,1,33.3
7.13,2.7,1,7,5,0.85,0.95,35,0,0.21,1,39.4
21.92,9.0,0,15,4,0.64,0.59,175,0,0.27,1,40.0
21.25,13.7,1,18,1,0.98,0.42,170,1,0.59,1,24.5
8.43,6.9,0,9,6,1.57,0.85,739,1,0.15,0,0
10.9,6.6,1,14,2,0.73,0.99,31,0,0.91,1,13.9
23.72,2.5,1,22,6,0.83,0.24,171,0,0.42,1,50.6
9.16,5.6,1,17,3,1.28,0.48,359,1,0.83,0,0
2.96,7.8,1,22,4,0.79,0.99,84,0,0.56,0,0
28.53,1.1,1,21,5,0.88,0.21,178,0,0.6,1,31.8
23.79,12.3,1,2,0,0.82,0.38,367,0,0.75,0,0
15.28,8.0,2,20,6,1.55,0.28,363,1,0.83,1,10.3
15.04,4.8,1,18,4,1.31,0.18,30,1,0.1,1,39.5
28.53,5.5,2,22,1,0.85,0.23,31,0,0.69,1,33.7
23.49,10.2,0,20,2,1.5,0.6,730,1,0.48,1,26.7
23.49,7.5,1,5,6,0.94,0.86,355,0,0.14,1,35.8
10.31,5.8,1,9,0,1.51,0.81,173,1,0.6,1,18.2
16.52,3.9,0,4,0,0.46,0.83,358,0,0.45,0,0
25.34,14.5,1,16,5,0.95,0.33,93,0,0.62,1,26.3
23.56,8.7,0,7,6,0.9,0.04,93,0,0.61,1,35.3
7.3,6.2,1,17,0,1.98,0.51,356,1,0.56,0,0
13.52,0.7,1,6,0,0.56,0.77,370,0,0.76,0,0
8.8,9.5,0,9,0,1.78,0.46,362,1,0.5,1,35.6
9.22,7.7,1,8,4,1.7,0.09,93,1,0.5,1,0
29.14,2.1,1,23,0,0.67,0.81,363,0,0.31,1,36.6
22.5,14.2,1,10,0,1.75,0.92,734,1,0.3,1,28.1
5.77,9.4,1,10,0,1.67,0.23,172,1,0.29,0,0
29.14,9.8,1,5,0,0.76,0.93,365,0,0.17,1,5.5
5.77,5.8,0,8,0,1.69,0.37,370,1,0.74,0,0
23.49,11.6,1,8,5,1.89,0.48,372,1,0.49,1,42.9
21.92,5.7,2,19,3,1.77,0.64,361,1,0.55,1,21.7
9.61,1.6,1,8,4,1.63,0.68,80,1,0.37,0,0
6.97,2.0,1,19,4,1.53,0.8,368,1,0.54,0,0
31.39,2.2,2,9,2,0.86,0.45,100,1,0.68,1,62.0
22.5,11.4,1,19,6,1.13,0.18,26,1,0.8,1,32.0
3.84,10.7,1,14,5,0.77,0.78,170,0,0.78,0,0
5.77,13.4,2,15,6,1.09,0.84,365,0,0.45,0,0
6.13,0.6,1,17,1,1.22,0.93,186,1,0.31,0,0
20.14,7.2,2,7,5,0.71,0.31,85,0,0.28,1,28.1
6.13,12.8,1,16,2,0.98,0.45,30,0,0.98,1,22.7
13.35,9.3,2,5,2,0.8,0.27,38,0,0.35,1,31.1
22.5,12.6,2,11,1,0.82,0.92,185,0,0.6,1,20.3
8.43,1.0,0,10,2,1.16,0.43,731,1,0.18,0,0
23.79,2.0,0,22,2,0.84,0.51,183,0,0.64,1,16.5
21.92,3.5,0,10,5,2.01,0.78,355,1,0.91,1,17.9
16.28,2.1,2,15,1,0.86,0.27,39,0,0.86,1,44.8
12.56,2.9,1,8,3,1.44,0.42,371,1,0.25,0,0
3.56,12.5,1,10,4,1.15,0.54,739,1,0.72,0,0
28.27,4.6,1,22,3,0.75,0.33,730,0,0.4,1,27.5
10.86,2.3,2,17,6,1.43,0.97,97,1,0.93,1,30.0
16.52,8.6,1,19,5,1.33,0.4,355,1,0.96,0,0
4.73,10.9,0,5,3,0.96,0.24,369,0,0.81,0,0
13.52,12.0,2,12,4,0.64,0.41,21,0,0.61,1,44.7
16.08,5.9,2,22,2,0.75,0.91,95,0,0.79,1,27.7
19.68,8.7,1,16,6,0.83,0.87,97,0,0.66,1,16.9
2.96,14.6,1,19,2,1.67,0.2,728,1,0.29,0,0
9.96,12.7,2,9,0,2.0,0.29,359,1,0.32,0,0
29.14,11.7,0,14,2,0.74,0.73,368,0,0.98,1,34.4
3.84,6.8,2,13,1,0.86,0.61,357,0,0.11,0,0
19.05,6.0,2,2,3,0.9,0.48,373,0,0.72,1,23.4
22.65,2.7,2,21,3,0.98,0.18,360,0,0.67,0,0
9.82,14.7,1,20,0,1.18,0.34,171,1,0.61,0,0
4.73,5.9,1,16,1,0.62,0.5,40,0,0.85,0,0
12.87,11.7,0,8,3,1.31,0.93,185,1,0.72,1,20.9
13.75,13.5,0,13,1,0.73,0.46,20,0,0.85,1,43.7
13.65,5.5,0,16,6,0.78,0.34,180,0,0.51,0,0
12.66,14.5,2,14,0,0.79,0.04,733,0,0.24,0,0
9.61,11.6,1,10,2,1.34,0.15,182,1,0.99,1,53.9
19.8,11.1,1,5,3,0.87,0.28,95,0,0.34,1,36.8
12.66,2.9,0,10,6,1.36,0.69,369,1,0.58,0,0
19.8,9.2,2,5,3,0.68,0.6,374,0,0.48,0,0
14.18,7.4,2,11,2,0.86,0.43,369,0,0.76,1,26.6
20.5,11.9,1,7,5,0.82,0.07,185,0,0.5,1,21.9
13.35,2.7,1,8,4,2.06,0.1,372,1,0.46,1,22.6
8.8,3.0,1,18,1,1.78,0.97,89,1,0.37,1,52.1
4.73,7.4,0,12,2,0.74,0.98,86,0,0.96,0,0
13.52,8.3,0,9,0,1.84,0.15,97,1,0.48,1,59.8
9.96,5.7,2,10,6,1.76,0.88,736,1,0.98,1,17.8
3.56,10.7,1,15,1,0.68,0.3,368,0,0.65,0,0
14.33,8.3,2,11,4,0.89,0.63,171,0,0.37,1,28.2
16.05,11.5,0,21,1,0.63,0.48,721,0,0.87,0,0
12.66,8.7,0,14,3,0.91,0.35,185,0,0.25,1,24.0
33.07,11.9,2,5,0,0.9,0.33,373,0,0.2,1,26.5
17.54,4.3,1,10,0,1.11,0.91,733,1,0.49,1,18.0
6.73,1.6,1,11,4,0.59,0.99,369,0,0.28,0,0
9.22,5.2,1,18,0,1.88,0.43,30,1,0.34,1,45.8
16.05,3.9,0,7,2,0.82,0.98,371,0,0.45,1,23.5
23.72,3.8,0,6,6,0.84,0.27,359,0,0.39,1,25.6
21.08,11.5,1,18,3,1.12,0.85,91,1,0.44,1,29.9
14.05,6.9,1,17,0,1.2,0.96,721,1,0.45,1,43.2
12.67,11.2,2,14,2,0.76,0.78,374,0,0.2,1,20.3
17.54,13.2,1,19,1,1.44,0.21,179,1,0.17,1,27.0
10.31,9.3,2,18,0,1.26,0.81,85,1,0.35,0,0
12.11,11.3,1,9,6,1.77,0.21,360,1,0.88,1,33.4
26.16,14.4,0,12,0,0.83,0.43,40,0,0.7,1,43.8
12.56,6.4,0,3,4,0.53,0.38,372,0,0.8,0,0
19.8,1.9,1,14,1,1.01,0.93,185,0,0.44,1,6.4
16.52,9.9,0,15,6,1.01,0.73,173,0,0.39,1,24.1
5.39,9.2,1,10,6,1.22,0.7,170,1,0.47,0,0
9.71,13.9,1,8,6,1.51,0.64,90,1,0.39,1,38.7
19.05,9.5,1,16,2,0.64,0.4,95,0,0.54,1,22.2
25.34,10.9,1,10,0,1.65,0.19,729,1,0.18,1,36.6
25.63,14.8,1,10,6,1.47,0.74,174,1,0.63,1,54.2
9.22,7.2,1,17,4,1.37,0.63,25,1,0.6,1,39.5
18.84,2.4,0,14,3,0.57,0.85,38,0,0.16,1,19.3
28.53,9.6,1,7,4,0.87,0.2,365,0,0.8,1,38.5
3.56,4.1,2,7,1,0.55,0.17,35,0,0.55,0,0
11.82,4.1,1,15,2,0.99,0.41,171,0,0.27,0,0
8.43,6.9,1,20,1,1.83,0.14,175,1,0.76,0,0
7.13,12.1,1,18,4,1.45,0.67,172,1,0.22,1,5.3
17.07,1.1,1,19,3,0.83,0.9,733,1,0.6,0,0
3.56,11.2,2,6,5,0.62,0.37,85,0,0.52,0,0
10.55,7.6,0,16,5,0.89,0.61,372,0,0.41,1,25.4
6.73,7.5,0,16,1,0.76,0.33,369,0,0.14,0,0
5.39,8.9,2,18,6,1.47,0.13,181,1,0.32,1,41.4
24.41,14.1,1,13,6,0.97,0.32,372,0,0.53,1,13.2
35.18,8.8,1,13,2,0.77,0.02,373,0,0.48,1,30.3
6.45,11.8,1,8,0,1.72,0.39,175,1,0.68,1,16.0
21.08,10.7,0,20,1,1.25,0.57,736,1,0.36,1,25.9
12.56,5.7,0,17,6,1.47,0.64,171,1,0.59,1,22.3
24.41,7.6,0,11,6,0.76,0.36,179,0,0.89,1,18.8
12.87,0.6,1,22,0,0.9,0.59,40,0,0.13,1,18.6
15.01,1.4,1,18,0,1.46,0.45,373,1,0.34,0,0
9.61,2.1,2,10,5,1.56,0.68,100,1,0.78,1,50.3
5.03,5.5,0,17,1,1.17,0.6,364,1,0.88,0,0
16.41,13.2,1,10,5,1.95,0.49,188,1,0.4,1,37.5
15.04,2.8,1,15,5,0.73,0.1,364,0,0.59,0,0
12.11,8.3,1,11,6,0.8,0.62,24,0,0.41,1,27.5
11.82,9.8,1,17,3,1.58,0.66,356,1,0.82,0,0
13.52,12.4,0,16,5,0.99,0.88,87,0,0.52,1,25.8
13.65,7.4,1,7,2,0.69,0.23,370,0,0.18,0,0
12.56,14.0,1,10,3,1.43,0.49,727,1,0.38,1,48.6
21.92,14.2,2,7,1,0.7,0.67,177,0,0.37,1,48.0
6.13,11.6,0,18,3,1.22,0.82,366,1,0.58,0,0
16.28,6.7,1,21,5,0.56,0.02,23,0,0.35,1,23.9
9.22,8.8,1,20,0,0.98,0.24,361,1,0.73,0,0
21.25,12.4,0,9,4,1.81,0.17,21,1,0.24,1,36.2
13.52,1.3,0,20,6,1.55,0.29,364,1,0.24,1,20.6
29.14,10.7,1,6,4,1.16,0.85,724,0,0.11,1,20.6
5.77,6.0,2,16,2,0.75,0.03,92,0,0.2,0,0
6.13,0.9,1,0,4,0.77,0.58,80,0,0.29,0,0
19.2,11.0,1,8,6,1.32,0.48,28,1,0.79,1,48.0
3.46,2.3,1,11,0,0.84,0.79,360,0,0.91,0,0
7.8,11.4,0,17,4,1.85,0.51,173,1,0.78,1,44.5
23.72,2.0,2,17,3,1.69,0.3,720,1,0.6,1,35.8
15.01,10.0,0,16,1,0.76,0.17,365,0,0.46,0,0
26.62,5.5,1,19,1,1.1,0.47,371,1,0.31,1,42.9
4.73,6.0,1,20,2,1.61,0.53,727,1,0.8,0,0
19.05,3.1,0,17,0,1.03,0.58,80,1,0.51,1,32.7
26.16,3.8,2,8,0,1.33,0.28,89,1,0.65,1,39.9
13.35,10.0,1,13,5,0.68,0.78,357,0,0.48,0,0
9.22,10.1,2,21,0,0.77,0.67,87,0,0.95,0,0
10.31,5.9,1,9,3,1.49,0.75,87,1,0.42,1,18.0
9.71,8.7,1,11,6,0.89,0.36,735,0,0.6,0,0
2.37,5.5,1,10,0,1.13,0.12,733,1,0.6,0,0
14.39,5.8,1,13,3,0.62,0.96,100,0,0.51,1,26.2
7.34,13.2,0,4,1,1.14,0.13,91,0,0.4,0,0
18.52,8.2,0,20,5,1.75,0.73,726,1,0.14,1,28.6
6.45,12.8,2,15,3,0.77,0.82,180,0,0.29,0,0
17.07,10.4,2,14,4,0.92,0.4,36,0,0.26,1,34.6
6.73,9.7,0,16,0,0.66,0.95,81,0,0.3,1,18.8
16.08,6.6,0,16,2,1.07,0.74,368,0,0.41,0,0
13.35,9.6,2,11,5,0.79,0.23,373,0,0.88,0,0
21.08,2.8,1,9,3,1.72,0.71,183,1,0.1,1,18.2
16.05,6.8,0,19,1,1.17,0.87,91,1,0.28,1,39.7
25.34,7.0,2,18,2,1.47,0.22,87,1,0.28,1,32.6
11.82,12.2,1,19,4,1.72,0.25,171,1,0.16,1,35.2
22.5,1.1,2,1,6,0.64,0.93,185,0,0.79,1,31.9
6.73,7.5,1,6,1,0.78,0.68,375,0,0.96,0,0
5.03,10.6,2,15,6,0.85,0.47,375,0,0.17,0,0
8.87,8.1,1,16,6,0.72,0.19,361,0,0.15,0,0
26.62,2.0,1,20,6,1.75,0.64,84,1,0.49,1,53.7
21.92,12.4,1,16,0,0.79,0.74,179,0,0.57,0,0
19.05,9.6,0,9,0,1.97,0.07,355,1,0.91,1,7.3
19.05,15.0,2,22,1,0.87,0.18,740,0,0.16,1,48.0
19.68,7.1,0,18,2,1.31,0.98,358,1,0.95,1,24.1
19.05,6.2,1,3,0,0.31,0.22,360,0,0.97,0,0
7.3,5.2,1,16,3,0.71,0.79,355,0,0.81,0,0
8.48,14.0,2,13,0,0.78,0.57,87,0,0.89,0,0
6.45,3.9,1,17,3,1.4,0.89,187,1,0.67,0,0
28.53,14.8,1,14,3,0.87,0.26,375,0,0.86,1,32.4
